"License Number","Municipality or First Nation","Store Name",Address,"Store Application Status",Website
CRSA1175044,TORONTO,"Canvas Cannabis","730 DANFORTH AVE SUITE 1","Authorized to Open",https://www.canvascannabis.ca/cannabis-store/danforth-dispensary
CRSA1239248,"PORT PERRY","Offside Cannabis","693 QUEEN ST","Authorized to Open",https://offsidecannabis.com
CRSA1176411,PEMBROKE,"COLLECTIVE GROWERS","79 PEMBROKE ST W","Authorized to Open",
CRSA1435748,KITCHENER,"Canna Cabana","1270 FISCHER HALLMAN RD UNIT D7","Authorized to Open",https://cannacabana.com/
CRSA1178470,BRANTFORD,"Brant Cannabis Co","168 CHARING CROSS ST","Authorized to Open",
CRSA1195219,YORK,"Kush Klub","2250 EGLINTON AVE W","Authorized to Open",
CRSA1179288,PEMBROKE,"Valley Cannabis","820 PEMBROKE ST E","Authorized to Open",https://www.valleycannabispembroke.ca
CRSA1253755,ELGIN,"Cannabis Fields Inc.","14 MAIN ST UNIT B","Authorized to Open",https://cannabisfields.ca
CRSA1438424,BRANTFORD,"Canna Cabana","300 KING GEORGE RD UNIT K5","Authorized to Open",https://cannacabana.com/
CRSA1177733,AMHERSTBURG,"The Amherstburg Cannabis Company","268 SANDWICH ST S","Authorized to Open",https://www.theacc.ca
CRSA1442752,"RIDGEWAY, FORT ERIE","One Plant - Gorham Rd.","409 GORHAM RD BLDG C, UNIT 3","Authorized to Open",https://www.oneplant.ca/locations/ridgeway
CRSA1268441,BRAMPTON,"Pop's Cannabis Co.","10 BEAUMARIS DR UNIT 11","Authorized to Open",https://popscannabis.ca/shop
CRSA1444016,TORONTO,"Canna Cabana","486 FRONT ST W UNIT WM13","Authorized to Open",https://cannacabana.com/
CRSA1188481,INNISFIL,"Star Buds Cannabis Co.","813 INNISFIL BEACH ROAD, UNIT 1","Authorized to Open",https://www.starbuds.co/ontario
CRSA1172574,BARRIE,"Star Buds Cannabis Co.","500 HURONIA RD UNIT 208","Authorized to Open",https://www.starbuds.co/ontario
CRSA1172575,WINDSOR,Urbnbud,"7405 TECUMSEH ROAD EAST UNIT 200","Authorized to Open",https://urbnbud.com
CRSA1434293,TORONTO,"Hi Class Cannabis","518 EGLINTON AVE W","Authorized to Open",https://thehiclass.ca/
CRSA1178849,GUELPH,Canja,"83 SURREY ST E","Authorized to Open",https://www.canjacannabis.ca
CRSA1273480,PICKERING,"Value Buds","1450 KINGSTON RD UNIT 14","Authorized to Open",https://www.valuebuds.com
CRSA1221679,EMBRUN,"Highties Cannabis Store","1044 ST. GUILLAUME RD UNIT A102","Authorized to Open",https://www.highties.ca/vars/
CRSA1172702,GUELPH,"Fire & Flower Cannabis Co.","314 STONE RD W","Authorized to Open",https://fireandflower.com/stores/ON/guelph-stone-square-centre-fire-flower
CRSA1433951,NAPANEE,CANNAZONIA,"71 JOHN ST UNIT 1","Authorized to Open",
CRSA1172673,SOUTHAMPTON,"Cannabis Grey Bruce","17 ALBERT ST N","Authorized to Open",https://www.cannabisgreybruce.ca
CRSA1172896,OTTAWA,"Cannabis Emporium","243 BANK ST","Authorized to Open",https://www.cannabisemporium420.ca
CRSA1434473,ETOBICOKE,"BudHub Cannabis","6 DIXON RD UNIT 1","Authorized to Open",https://budhubcannabis.com/pages/shop-now#/menu
CRSA1434825,ROCKWOOD,"TASTE BUDS CANNABIS-ROCKWOOD","126 MAIN ST S","Authorized to Open",
CRSA1179954,BRAMPTON,HIBUZZ,"40 RIVERMONT RD UNIT D2","Authorized to Open",https://www.hibuzz.ca
CRSA1434669,TEMAGAMI,"Temagami Cannabis Company","6716 HWY 11 NORTH","Authorized to Open",https://www.temagamicannabis.co
CRSA1172550,STRATFORD,"Little Leaf","804 ONTARIO ST UNIT 3-5","Authorized to Open",https://www.littleleafcannabisco.com
CRSA1172858,KITCHENER,"Sativa Bliss Cannabis Boutique","57 QUEEN ST SOUTH","Authorized to Open",https://sativabliss.ca
CRSA1435587,MEAFORD,"Sativa Bliss Cannabis Boutique","35 STEWART ST UNIT 4","Authorized to Open",https://sativabliss.ca
CRSA1434830,OTTAWA,"Pop's Cannabis Co.","1571 BANK ST UNIT A","Authorized to Open",https://popscannabis.ca/shop
CRSA1435024,TORONTO,"Mani's Toke","1160 QUEEN ST W","Authorized to Open",
CRSA1172943,CALEDONIA,Lolly,"14 CAITHNESS ST E","Authorized to Open",
CRSA1178805,HUNTSVILLE,"PUFFIN’S CANNABIS","96 MAIN ST E UNIT E","Authorized to Open",https://puffinscannabis.ca/
CRSA1436701,HALIBURTON,"Fiore Verde","192 HIGHLAND STREET","Authorized to Open",https://www.Fioreverde.ca
CRSA1172701,"NORTH BAY","Fire & Flower Cannabis Co.","2021 ALGONQUIN AVE SUITE 102","Authorized to Open",https://fireandflower.com/
CRSA1172678,OTTAWA,"CANNA NORTH CANNABIS STORE","800 HUNT CLUB RD UNIT 3","Authorized to Open",https://www.cannanorth.ca/airport-menu
CRSA1436890,HANOVER,"One Plant Hanover","895 10TH ST UNIT B1","Authorized to Open",https://www.oneplant.ca/locations/hanover
CRSA1185319,WINDSOR,"The Higher Cannabis Company","3407 WALKER RD","Authorized to Open",https://www.thcco.ca
CRSA1263635,"NORTH YORK","Spot420 The Cannabis Store","1646 VICTORIA PARK AVE UNIT 8","Authorized to Open",https://www.spot420.ca
CRSA1286511,TORONTO,"Canna Cabana","170 NORTH QUEEN ST UNIT C1","Authorized to Open",https://cannacabana.com/
CRSA1265676,KITCHENER,"Canna Cabana","235 IRA NEEDLES BLVD SUITE C2","Authorized to Open",https://cannacabana.com/
CRSA1258189,"NORTH YORK","Canna Cabana (Bathurst Steeles)","6231 BATHURST ST","Authorized to Open",https://cannacabana.com/
CRSA1251072,STITTSVILLE,"Canna Cabana","1300 MAIN ST UNIT 111","Authorized to Open",https://cannacabana.com/
CRSA1251071,BARRIE,"Canna Cabana","201 CUNDLES RD E UNIT 105A","Authorized to Open",https://cannacabana.com/
CRSA1285315,WINDSOR,"Discounted Cannabis","4450 WALKER RD","Authorized to Open",https://www.discountedcannabis.ca
CRSA1172363,HAMILTON,"The Gym Cannabis","135 JAMES ST N","Authorized to Open",
CRSA1436712,MINDEN,"Fiore Verde","12818 HIGHWAY 35 UNIT 5","Authorized to Open",https://www.fioreverde.ca
CRSA1442281,TORONTO,Phoenix,"615 KING ST W","Authorized to Open",
CRSA1187910,ROCKLAND,"T CANNABIS","2865 CHAMBERLAND ST SUITE 1","Authorized to Open",https://tcann.ca/
CRSA1188757,ACTON,"T Cannabis","38 MILL ST E","Authorized to Open",https://tcann.ca/
CRSA1273930,WATERLOO,Sessions-Laurelwood,"450 COLUMBIA ST W UNIT 6","Authorized to Open",https://www.sessions.ca
CRSA1185517,VANIER,"The Grove","381A MONTREAL RD","Authorized to Open",https://thegrovecannabis.ca/dispensary-near-me-open-online-cannabis-ottawa/
CRSA1428387,"EAST YORK","ONE PLANT 3003 DANFORTH","3003 DANFORTH AVE UNIT 29","Authorized to Open",https://www.oneplant.ca/
CRSA1287222,AYR,"Speakeasy Cannabis Ayr","62 STANLEY ST","Authorized to Open",https://speakeasycannabis.ca
CRSA1172464,"ST CATHARINES","Garden City Cannabis Co","111 FOURTH AVE UNIT 9","Authorized to Open",https://gardencitycannabisco.com
CRSA1174193,"ST CATHARINES","TOKE CANNABIS","243 WELLAND AVE","Authorized to Open",https://tokecannabis.com/locations/st-catharines/
CRSA1173756,TORONTO,"TOKE CANNABIS","1332 BLOOR ST W","Authorized to Open",https://tokecannabis.com/
CRSA1202366,KITCHENER,Cannaverse,"1190 FISCHER HALLMAN RD","Authorized to Open",https://www.mycannaverse.ca/kitchener/all/
CRSA1438024,MATHESON,"PEACE BY THE GRAM","366 FOURTH AVE UNIT 1","Authorized to Open",https://www.peacebythegram.com
CRSA1438399,TORONTO,"ONE PLANT KING ST. W.","700 KING ST W UNIT 4","Authorized to Open",
CRSA1179696,SARNIA,"SESSIONS CANNABIS SARNIA","600 MURPHY RD SUITE 105A","Authorized to Open",https://www.sessions.ca
CRSA1179284,"THUNDER BAY","Cannabis Plus Store","128 SIMPSON ST","Authorized to Open",https://cannabisplusstore.com/
CRSA1281907,BEAMSVILLE,"Cannabis Cupboard","4506 ONTARIO ST UNIT 4","Authorized to Open",https://cannabiscupboard.ca
CRSA1178444,ALLISTON,"Green Grove","70 VICTORIA ST E SUITE 3","Authorized to Open",
CRSA1264700,TOTTENHAM,"SESSIONS CANNABIS- TOTTENHAM","130 MILL ST E UNIT A6","Authorized to Open",https://www.sessions.ca/locations/130-mill-st-e-tottenham-dispensary/
CRSA1185346,HAMILTON,"CABBAGE BROTHERS","57 COOTES DR","Authorized to Open",https://www.cabbagebros.com
CRSA1238086,TORONTO,"Grandma's Cannabis","440 ADELAIDE ST E","Authorized to Open",
CRSA1234923,TORONTO,"Harbourfront Cannabis","8 YONGE ST","Authorized to Open",https://www.hfctoronto.com
CRSA1187760,"NORTH YORK","LEVEL UP","155 MARTIN ROSS AVE UNIT 4","Authorized to Open",
CRSA1285311,LONDON,"Cannabis Link","390 SPRINGBANK DR UNIT 10B","Authorized to Open",
CRSA1172379,OTTAWA,"SPIRITLEAF 888 MEADOWLANDS DRIVE EAST","888 MEADOWLANDS DR E UNIT 7","Authorized to Open",https://spiritleaf.ca/collections/spiritleaf-hog-s-back
CRSA1270689,ETOBICOKE,"The Underground HC","3264 LAKE SHORE BLVD W","Authorized to Open",https://www.theunderground.store/
CRSA1180027,"CRYSTAL BEACH","VILLAGE CANNABIS CO.","264 RIDGEWAY ROAD, UNIT 2","Authorized to Open",https://villagecannabisco.ca
CRSA1174310,WATERLOO,"CANNA CABANA","32 KING ST S","Authorized to Open",https://cannacabana.com/
CRSA1172737,TORONTO,"CANNA CABANA","698 QUEEN ST E","Authorized to Open",https://cannacabana.com/
CRSA1197375,RENFREW,"Cannabis 228","28 RAGLAN ST N SUITE 228","Authorized to Open",https://www.cannabis228.com
CRSA1440437,LONDON,"Vibes Cannabis Company","99 KING ST","Authorized to Open",
CRSA1273481,LONDON,"Value Buds","450 WHARNCLIFFE RD S","Authorized to Open",https://www.valuebuds.com
CRSA1273482,WINDSOR,"Value Buds","1916 WYANDOTTE ST W","Authorized to Open",https://www.valuebuds.com
CRSA1172435,PETERBOROUGH,"Kasa Kana","1840 LANSDOWNE ST W UNIT 8","Authorized to Open",https://Www.kasakana.com
CRSA1440262,GLENBURNIE,"Calyx + Trichomes Cannabis","1478 UNITY RD UNIT 6","Authorized to Open",https://calyxandtrichomes.com/
CRSA1205505,"STONEY CREEK","Tokyo Smoke Rymal","2257 RYMAL RD E UNIT D1","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1441054,ETOBICOKE,"BHANGA CANNABIS","3812A BLOOR ST W","Authorized to Open",https://www.bhanga.ca
CRSA1440870,COLBORNE,"The Underground","6 CHURCH ST W","Authorized to Open",https://www.theunderground.store/
CRSA1235200,BAYSVILLE,"Groovy's Baysville","14 BRIDGE STREET","Authorized to Open",https://www.groovys.ca
CRSA1178873,OSHAWA,"YBH Green","333 KING ST W UNIT 3","Authorized to Open",https://ybhgreen.ca
CRSA1440707,LONDON,"Discounted Cannabis","1440 JALNA BLVD SUITE 4","Authorized to Open",https://www.discountedcannabis.ca
CRSA1252523,LONGLAC,"EVERGREEN LEAF","122 QUEEN STREET","Authorized to Open",http://www.evergreenleaf.ca/
CRSA1185374,YORK,"THE POT SPOT","1860B EGLINTON AVE W","Authorized to Open",https://www.thepotspottoronto.com
CRSA1178292,KANATA,"BLUEBIRD CANNABIS CO.","499 TERRY FOX DR UNIT 60","Authorized to Open",https://bluebirdcannabis.store/
CRSA1190022,TORONTO,"CanaCulture Cannabis Store","914 EGLINTON AVE W","Authorized to Open",https://Www.canaculture.ca
CRSA1191419,SCARBOROUGH,"HOLLAND DAZE","793 MARKHAM RD","Authorized to Open",https://hollanddaze.ca
CRSA1200668,AJAX,Cannaverse,"314 HARWOOD AVE S UNIT 16","Authorized to Open",https://www.mycannaverse.ca/ajax/all/
CRSA1172613,HARROW,"RC BUD SHOP","6 KING STREET","Authorized to Open",https://www.rcbudshop.ca
CRSA1172674,TORONTO,"Rosebud Cannabis","365 KING ST W BASEMENT","Authorized to Open",
CRSA1186850,AURORA,"Nature's Haze","15570 YONGE ST UNIT 8","Authorized to Open",
CRSA1177487,PETERBOROUGH,"GROWERS RETAIL","225 GEORGE ST N","Authorized to Open",https://www.growersretailcannabis.ca
CRSA1173089,TORONTO,"Little House Cannabis","307 WELLESLEY ST E","Authorized to Open",https://littlehouseto.com/
CRSA1479188,"NORTH YORK","Canna Cabana","1448 LAWRENCE AVE E UNIT 6A","Authorized to Open",
CRSA1173073,HAMILTON,"Giggles Cannabis","163 MAIN ST W","Authorized to Open",
CRSA1172651,PICTON,"ERBN GREEN","126 PICTON MAIN ST","Authorized to Open",
CRSA1274070,MATTAWA,BUDSSMOKE,"298 MAIN ST UNIT A","Authorized to Open",
CRSA1294431,CHATHAM,"Discounted Cannabis","229 ST CLAIR ST","Authorized to Open",https://www.discountedcannabis.ca
CRSA1185511,HAMILTON,"Sweet Releafs Inc.","1660 UPPER JAMES ST UNIT 4","Authorized to Open",
CRSA1178063,ORILLIA,"THE DEN CANNABIS STORE","660 ATHERLEY RD SUITE 5","Authorized to Open",https://thedencannabis.com
CRSA1210934,KITCHENER,"Four20 Premium Market","123 PIONEER DR UNIT F2","Authorized to Open",
CRSA1172638,WELLAND,"Sessions Cannabis Retail","200 FITCH ST UNIT 12A","Authorized to Open",https://www.sessions.ca/locations/200-fitch-st-welland-ontario-dispensary/
CRSA1172585,OSHAWA,"Sessions Cannabis Oshawa","1 WARREN AVE UNIT 104","Authorized to Open",https://www.sessions.ca
CRSA1172474,"NORTH YORK","SESSIONS CANNABIS NORTH YORK","4700 DUFFERIN ST UNIT 3","Authorized to Open",https://www.sessions.ca
CRSA1178939,KITCHENER,"Sessions Cannabis - Homer Watson","2480 HOMER WATSON BLVD","Authorized to Open",https://www.sessions.ca/locations/2480-homer-watson-blvd-kitchener-dispensary/
CRSA1176146,SCOTLAND,"HIGH-WAY GRASS BAR","230 OAKLAND RD RR 1","Authorized to Open",https://www.highwaygrassbar.ca/
CRSA1442924,KITCHENER,"The Hunny Pot Cannabis Co.","1405 OTTAWA ST N SUITE 103","Authorized to Open",https://thehunnypot.com/
CRSA1178195,PETERBOROUGH,"SPARQ RETAIL","340 CHARLOTTE ST","Authorized to Open",https://sparqretail.ca/charlotte/
CRSA1450546,AJAX,"Value Buds","145 KINGSTON RD E SUITE 20","Authorized to Open",https://www.valuebuds.com
CRSA1443068,"ST CATHARINES","Discounted Cannabis","85 NIAGARA ST","Authorized to Open",https://www.discountedcannabis.ca
CRSA1465740,HAMILTON,"Canna Cabana","518 CENTENNIAL PKY N UNIT 102","Authorized to Open",
CRSA1186147,ARNPRIOR,"ARNPRIOR CANNABIS","8 ELGIN ST W","Authorized to Open",
CRSA1285161,RAMARA,"Longbottom Leaf","2267 HIGHWAY 12","Authorized to Open",https://www.longbottomleaf.ca
CRSA1443440,WINDSOR,"Discounted Cannabis","2950 DOUGALL AVE UNIT 4","Authorized to Open",https://www.discountedcannabis.ca
CRSA1443605,SARNIA,"Discounted Cannabis","317 GEORGE ST","Authorized to Open",https://www.discountedcannabis.ca
CRSA1443606,LONDON,"Discounted Cannabis","735 WONDERLAND RD N UNIT 24","Authorized to Open",https://www.discountedcannabis.ca
CRSA1443647,MISSISSAUGA,"Discounted Cannabis","945A LAKESHORE RD E UNIT 7","Authorized to Open",https://www.discountedcannabis.ca
CRSA1172490,YORK,Budders,"3466 DUNDAS ST W UNIT 1","Authorized to Open",https://www.budderscannabis.com
CRSA1444157,BURLINGTON,"Canna Cabana","3221 APPLEBY LINE CRU 7 UNIT 5","Authorized to Open",
CRSA1288450,SCARBOROUGH,"Tokyo Smoke Chartwell","2375 BRIMLEY RD. UNIT 6","Authorized to Open",
CRSA1443780,PETERBOROUGH,"COST CANNABIS","1135 LANSDOWNE ST W UNIT 8","Authorized to Open",https://costcan.ca/
CRSA1263793,TORONTO,"Canna North Cannabis Store","117 YONGE ST","Authorized to Open",https://www.cannanorth.ca/toronto
CRSA1188049,TORONTO,"Canvas Cannabis","171 EAST LIBERTY ST SUITE 145","Authorized to Open",https://www.canvascannabis.ca/cannabis-store/liberty-village-dispensary
CRSA1443829,BRAMPTON,"Sage Cannabis","499 MAIN ST S UNIT 136A","Authorized to Open",https://sagecannabiscanada.ca/
CRSA1188110,RENFREW,"T CANNABIS - Renfrew","164 RAGLAN ST S","Authorized to Open",https://tcann.ca/
CRSA1177930,BINBROOK,"SESSIONS CANNABIS - BINBROOK","2537 RR 56 UNIT B12","Authorized to Open",https://www.sessions.ca/locations/binbrook-dispensary/
CRSA1172603,HAMILTON,"Sessions Cannabis","712 MOHAWK RD E UNIT 1","Authorized to Open",https://www.sessions.ca/locations/724-mohawk-rd-e-hamilton-dispensary/
CRSA1179152,"SAULT STE. MARIE","Sessions Cannabis - Sault Ste Marie","216 SECOND LINE W","Authorized to Open",https://www.sessions.ca/locations/216-second-line-w-sault-ste-marie-dispensary/
CRSA1190601,WINDSOR,"Cannasavvy Cannabis Co.","3395 HOWARD AVE UNIT 4","Authorized to Open",
CRSA1188032,GUELPH,"THE CANNABIST SHOP - WOODLAWN","51 WOODLAWN RD W SUITE 1","Authorized to Open",https://www.cannabistshop.ca/cannabis-dispensaries
CRSA1291387,DELHI,"CANNABIS XPRESS","158 MAIN STREET OF DELHI","Authorized to Open",https://www.cannabis-xpress.com
CRSA1185567,BRANTFORD,"BEST BUDZ","140 WEST ST","Authorized to Open",https://www.bestbudzcannabis.ca/
CRSA1444247,"ST CATHARINES","Cannabis Cupboard","86 NIAGARA ST UNIT 3","Authorized to Open",https://cannabiscupboard.ca
CRSA1444276,"ST CATHARINES","Pop's Cannabis Co.","311 GENEVA ST UNIT 1","Authorized to Open",
CRSA1444353,TORONTO,"Fogtown Flower","615 MOUNT PLEASANT RD","Authorized to Open",https://fogtown.ca/mount-pleasant/
CRSA1172804,LONDON,"CANNABIS LINK","1225 WONDERLAND RD N UNIT 40A","Authorized to Open",
CRSA1172802,LONDON,"Cannabis Link","1175 HYDE PARK RD UNIT 2B","Authorized to Open",
CRSA1449455,MISSISSAUGA,"Purple Pineapple Cannabis Co.","3200 ERIN MILLS PKY SUITE 5","Authorized to Open",https://purplepineapplecannabis.com/shop-mississauga/#/menu
CRSA1444610,"NIAGARA FALLS","Cannabis Cupboard","6095 DUNN ST UNIT 1","Authorized to Open",https://cannabiscupboard.ca
CRSA1173843,UXBRIDGE,"The 4SSSt","2B WELWOOD DRIVE","Authorized to Open",https://the4ssst.ca
CRSA1189502,"NORTH YORK","Scarlet Fire Cannabis","3852 BATHURST ST","Authorized to Open",https://www.scarletfirecannabis.ca
CRSA1190994,TORONTO,"Kiosk Cannabis","985 O'CONNOR DR","Authorized to Open",https://www.kioskcannabis.com
CRSA1179362,AURORA,"ALPHA CANNABIS","118 WELLINGTON ST E","Authorized to Open",https://www.alpha-cannabis.ca
CRSA1173723,LONDON,"THE CANNABIST SHOP - RICHMOND","533 RICHMOND ST","Authorized to Open",https://www.cannabistshop.ca/cannabis-dispensaries
CRSA1445007,LONDON,"Famous Flower Cannabis Co.","520 SPRINBANK DR UNITS 6 & 7","Authorized to Open",
CRSA1186344,MILTON,TREETOP,"150 NIPISSING RD UNIT 3","Authorized to Open",https://www.tree-top-cannabis.ca
CRSA1172455,LINDSAY,"Lindsay Cannabis Store","17 KENT ST W","Authorized to Open",
CRSA1172792,KANATA,"Tokyo Smoke Kanata Centrum","300 EARL GREY DR UNIT A18","Authorized to Open",
CRSA1186408,"PORT PERRY","The Cannabis Connoisseur","1874 SCUGOG ST UNIT 2","Authorized to Open",
CRSA1193157,"FORT FRANCES","T CANNABIS","130 SECOND ST E UNIT 2","Authorized to Open",https://tcann.ca/
CRSA1172607,PETERBOROUGH,"NORTHERN LIGHTS CANNABIS","51 LANSDOWNE ST W","Authorized to Open",
CRSA1210574,OTTAWA,PAKALOLO,"2786A LANCASTER RD","Authorized to Open",https://www.shoppakalolo.com
CRSA1291297,WINDSOR,"Discounted Cannabis","2007 WYANDOTTE ST W","Authorized to Open",https://www.discountedcannabis.ca
CRSA1283414,HAMILTON,"Queen George Cannabis","1104 FENNELL AVE E UNIT 8","Authorized to Open",https://queengeorge.ca
CRSA1191851,LONDON,"Forest City Marijuana","1470 DUNDAS ST","Authorized to Open",
CRSA1268448,PICKERING,"Pop's Cannabis Co.","1900 DIXIE RD UNIT 10","Authorized to Open",https://popscannabis.ca/shop
CRSA1172508,TORONTO,SPIRITLEAF,"2561 ST CLAIR AVE W UNIT B2","Authorized to Open",
CRSA1177855,WINDSOR,"GRASS ROOTS","398 UNIVERSITY AVE W","Authorized to Open",
CRSA1172459,HAMILTON,"SilverLeaf Cannabis","171 MOHAWK RD E, UNIT 1","Authorized to Open",
CRSA1172768,LONDON,"Miss Jones","765 EXETER RD UNIT C64","Authorized to Open",https://missjonescannabis.com/
CRSA1189430,ETOBICOKE,"SESSIONS CANNABIS - ETOBICOKE ALBION CENTRE","1530 ALBION RD UNIT 100B","Authorized to Open",https://www.sessions.ca/locations/1530-albion-rd-etobicoke-dispensary/
CRSA1172417,PETERBOROUGH,"Sessions Cannabis Peterborough","550 LANSDOWNE ST W UNIT 15","Authorized to Open",https://www.sessions.ca
CRSA1188539,HAMILTON,"SESSIONS CANNABIS - ROSEDALE","1900 KING ST E","Authorized to Open",https://www.sessions.ca/locations/1900-king-st-E-hamilton-dispensary/
CRSA1173264,HAMILTON,"James Street Cannabis Co.","574 JAMES ST N UNIT 7","Authorized to Open",https://www.jamesstreetcannabis.com
CRSA1186384,HAMILTON,"Sessions Cannabis - Rymal","675 RYMAL RD E UNIT B103","Authorized to Open",https://www.sessions.ca/locations/675-rymal-rd-e-hamilton-dispensary/
CRSA1446209,TORONTO,"The Hunny Pot Cannabis Co","400 PACIFIC AVE","Authorized to Open",https://thehunnypot.com
CRSA1445899,MISSISSAUGA,"Spot420 The Cannabis Store","2760 DERRY RD W UNIT 1B","Authorized to Open",https://www.spot420.ca
CRSA1300497,GUELPH,"Paramount Cannabis","783 WOOLWICH ST","Authorized to Open",https://www.paramountcannabis.ca
CRSA1185721,SARNIA,"Yield Cannabis Co.","1000 FINCH DR UNIT 9","Authorized to Open",https://www.yieldcannabis.com
CRSA1192594,LONDON,"Cannabis Link","1295 HIGHBURY AVE N UNIT A6B","Authorized to Open",
CRSA1186962,HAMILTON,"TOKE CANNABIS","247 CENTENNIAL PKY N UNIT 2","Authorized to Open",https://tokecannabis.com/
CRSA1446300,ORANGEVILLE,"Holland Daze","308 BROADWAY UNIT D","Authorized to Open",https://Hollanddaze.ca
CRSA1189180,ORILLIA,"ShinyBud Cannabis Co. 975 Orillia","975 WEST RIDGE BLVD UNIT 517","Authorized to Open",https://shinybud.com/orillia/
CRSA1190352,HANOVER,"VIP Cannabis Company","302 10TH ST","Authorized to Open",
CRSA1244159,BRACEBRIDGE,"Canna Cabana","77 MANITOBA ST","Authorized to Open",https://cannacabana.com/
CRSA1244158,BRACEBRIDGE,"CANNA CABANA","125 MUSKOKA RD 118 W UNIT 6","Authorized to Open",https://cannacabana.com/
CRSA1187603,LONDON,"CANNA CABANA LONDON","760 HYDE PARK RD UNIT 7B","Authorized to Open",https://cannacabana.com/
CRSA1186705,"NORTH YORK","Canna Cabana Keele","2318 KEELE ST","Authorized to Open",https://cannacabana.com/
